author,title,pages,year,crossref,booktitle,ee,url,genre
"['Analia Irigoyen Ferreiro Ferreira', 'Gleison Santos', 'Roberta Cerqueira', 'Mariano Montoni', 'Ahilton Barreto', 'Andrea Oliveira Soares Barreto', 'Ana Regina Rocha']","Applying ISO 9001: 2000, MPS.BR and CMMI to Achieve Software Process Maturity: BL Informatica's Pathway.",['642-651'],2007,['conf/icse/2007'],ICSE,"['https://doi.org/10.1109/ICSE.2007.15', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2007.15', 'http://dl.acm.org/citation.cfm?id=1248894']",['db/conf/icse/icse2007.html#FerreiraSCMBBR07'],inproceedings
"['Roy Want', 'Trevor Pering']",System challenges for ubiquitous & pervasive computing.,['9-14'],2005,['conf/icse/2005'],ICSE,"['https://doi.org/10.1145/1062455.1062463', 'https://doi.org/10.1109/ICSE.2005.1553532', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2005.1553532']",['db/conf/icse/icse2005.html#WantP05'],inproceedings
"['Daniel M. Germán', 'Ahmed E. Hassan']",License integration patterns: Addressing license mismatches in component-based development.,['188-198'],2009,['conf/icse/2009'],ICSE,"['https://doi.org/10.1109/ICSE.2009.5070520', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2009.5070520', 'http://dl.acm.org/citation.cfm?id=1555035']",['db/conf/icse/icse2009.html#GermanH09'],inproceedings
['Wolfgang Emmerich'],Distributed component technologies and their software engineering implications.,['537-546'],2002,['conf/icse/2002'],ICSE,['https://doi.org/10.1145/581339.581405'],['db/conf/icse/icse2002.html#Emmerich02'],inproceedings
"['Sam Malek', 'Chiyoung Seo', 'Sharmila Ravula', 'Brad Petrus', 'Nenad Medvidovic']",Reconceptualizing a Family of Heterogeneous Embedded Systems via Explicit Architectural Support.,['591-601'],2007,['conf/icse/2007'],ICSE,"['https://doi.org/10.1109/ICSE.2007.69', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2007.69', 'http://dl.acm.org/citation.cfm?id=1248889']",['db/conf/icse/icse2007.html#MalekSRPM07'],inproceedings
"['Mary Lou Soffa', 'Kristen R. Walcott', 'Jason Mars']",Exploiting hardware advances for software testing and debugging.,['888-891'],2011,['conf/icse/2011'],ICSE,['https://doi.org/10.1145/1985793.1985935'],['db/conf/icse/icse2011.html#SoffaWM11'],inproceedings
['Donald Firesmith'],Engineering safety-related requirements for software-intensive systems.,['1047-1048'],2006,['conf/icse/2006'],ICSE,['https://doi.org/10.1145/1134285.1134498'],['db/conf/icse/icse2006.html#Firesmith06'],inproceedings
['Vanessa Peña Araya'],Test blueprint: an effective visual support for test coverage.,['1140-1142'],2011,['conf/icse/2011'],ICSE,['https://doi.org/10.1145/1985793.1986022'],['db/conf/icse/icse2011.html#Araya11'],inproceedings
"['Rogério de Lemos', 'Cristina Gacek', 'Alexander B. Romanovsky']",ICSE 2002 workshop on architecting dependable systems.,['673-674'],2002,['conf/icse/2002'],ICSE,['https://doi.org/10.1145/581339.581438'],['db/conf/icse/icse2002.html#LemosGR02'],inproceedings
['C. V. Ravi'],The Structure and Characteristics of Distributed Systems.,['133-137'],1976,['conf/icse/1976'],ICSE,['http://dl.acm.org/citation.cfm?id=807664'],['db/conf/icse/icse76.html#Ravi76'],inproceedings
"['Robert L. Nord', 'Daniel J. Paulish', 'Dilip Soni']",Planning realistic schedules using software architecture (tutorial session).,['824'],2000,['conf/icse/2000'],ICSE,['https://doi.org/10.1145/337180.337843'],['db/conf/icse/icse2000.html#NordPS00'],inproceedings
['Bran Selic'],Specification and Modeling: An Industrial Perspective.,['676-677'],2001,['conf/icse/2001'],ICSE,"['https://doi.org/10.1109/ICSE.2001.919153', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2001.919153']",['db/conf/icse/icse2001.html#Selic01'],inproceedings
"['Ahmed E. Hassan', 'Richard C. Holt', 'Audris Mockus']",MSR 2004: International Workshop on Mining Software Repositories.,['770-771'],2004,['conf/icse/2004'],ICSE,"['http://doi.ieeecomputersociety.org/10.1109/ICSE.2004.10008', 'http://dl.acm.org/citation.cfm?id=999511']",['db/conf/icse/icse2004.html#HassanHM04'],inproceedings
"['Juha Kuusela', 'Juha Savolainen']",Requirements engineering for product families.,['61-69'],2000,['conf/icse/2000'],ICSE,['https://doi.org/10.1145/337180.337189'],['db/conf/icse/icse2000.html#KuuselaS00'],inproceedings
"['Leon J. Osterweil', 'Philippe Kruchten', 'Martin Fowler', 'Wilhelm Schäfer']",Lightweight vs. heavyweight processes: is this even the right question?,['649'],2002,['conf/icse/2002'],ICSE,['https://doi.org/10.1145/581339.581426'],['db/conf/icse/icse2002.html#OsterweilKFS02'],inproceedings
"['Pamela Bhattacharya', 'Marios Iliofotou', 'Iulian Neamtiu', 'Michalis Faloutsos']",Graph-based analysis and prediction for software evolution.,['419-429'],2012,['conf/icse/2012'],ICSE,"['https://doi.org/10.1109/ICSE.2012.6227173', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2012.6227173', 'http://dl.acm.org/citation.cfm?id=2337273']",['db/conf/icse/icse2012.html#BhattacharyaINF12'],inproceedings
"['Bashar Nuseibeh', 'Jeff Kramer', 'Anthony Finkelstein']",Expressing the Relationships Between Multiple Views in Requirements Specification.,['187-196'],1993,['conf/icse/1993'],ICSE,['http://portal.acm.org/citation.cfm?id=257572.257610'],['db/conf/icse/icse93.html#NuseibehKF93'],inproceedings
"['Leif Singer', 'Kurt Schneider']",Influencing the adoption of software engineering methods using social software.,['1325-1328'],2012,['conf/icse/2012'],ICSE,"['https://doi.org/10.1109/ICSE.2012.6227088', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2012.6227088', 'http://dl.acm.org/citation.cfm?id=2337408']",['db/conf/icse/icse2012.html#SingerS12'],inproceedings
"['Bram Adams', 'Christian Bird', 'Foutse Khomh', 'Kim Moir']",1st international workshop on release engineering (RELENG 2013).,['1545-1546'],2013,['conf/icse/2013'],ICSE,"['https://doi.org/10.1109/ICSE.2013.6606779', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2013.6606779', 'http://dl.acm.org/citation.cfm?id=2487076']",['db/conf/icse/icse2013.html#AdamsBKM04'],inproceedings
"['He Jiang 0001', 'Xiaochen Li', 'Zijiang Yang', 'Jifeng Xuan']",What causes my test alarm?: automatic cause analysis for test alarms in system and integration testing.,['712-723'],2017,['conf/icse/2017'],ICSE,"['https://doi.org/10.1109/ICSE.2017.71', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2017.71', 'http://dl.acm.org/citation.cfm?id=3097453']",['db/conf/icse/icse2017.html#JiangLYX17'],inproceedings
"['Valentin Wüstholz', 'Maria Christakis']",Targeted greybox fuzzing with static lookahead analysis.,['789-800'],2020,['conf/icse/2020'],ICSE,"['https://doi.org/10.1145/3377811.3380388', 'https://ieeexplore.ieee.org/document/9284040']",['db/conf/icse/icse2020.html#WustholzC20'],inproceedings
"['Evelyn Duesterwald', 'Rajiv Gupta 0001', 'Mary Lou Soffa']",A Demand-Driven Analyzer for Data Flow Testing at the Integration Level.,['575-584'],1996,['conf/icse/1996'],ICSE,['http://portal.acm.org/citation.cfm?id=227726.227845'],['db/conf/icse/icse96.html#DuesterwaldGS96'],inproceedings
"['Ryan Krueger', 'Yu Huang 0015', 'Xinyu Liu', 'Tyler Santander', 'Westley Weimer', 'Kevin Leach']",Neurological divide: an fMRI study of prose and code writing.,['678-690'],2020,['conf/icse/2020'],ICSE,"['https://doi.org/10.1145/3377811.3380348', 'https://ieeexplore.ieee.org/document/9284060']",['db/conf/icse/icse2020.html#Krueger0LSWL20'],inproceedings
"['Kacper Bak', 'Dina Zayan', 'Krzysztof Czarnecki', 'Michal Antkiewicz', 'Zinovy Diskin', 'Andrzej Wasowski', 'Derek Rayside']",Example-driven modeling: model = abstractions + examples.,['1273-1276'],2013,['conf/icse/2013'],ICSE,"['https://doi.org/10.1109/ICSE.2013.6606696', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2013.6606696', 'http://dl.acm.org/citation.cfm?id=2486982']",['db/conf/icse/icse2013.html#BakZCADWR04'],inproceedings
"['Gian Pietro Picco', 'Amy L. Murphy', 'Gruia-Catalin Roman']",LIME: Linda Meets Mobility.,['368-377'],1999,['conf/icse/1999'],ICSE,['https://doi.org/10.1145/302405.302659'],['db/conf/icse/icse99.html#PiccoMR99'],inproceedings
"['Sascha Konrad', 'Betty H. C. Cheng']",Real-time specification patterns.,['372-381'],2005,['conf/icse/2005'],ICSE,"['https://doi.org/10.1145/1062455.1062526', 'https://doi.org/10.1109/ICSE.2005.1553580', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2005.1553580']",['db/conf/icse/icse2005.html#KonradC05'],inproceedings
"['Nelly Bencomo', 'Paul Grace', 'Carlos A. Flores-Cortés', 'Danny Hughes 0001', 'Gordon S. Blair']","Genie: supporting the model driven development of reflective, component-based adaptive systems.",['811-814'],2008,['conf/icse/2008'],ICSE,['https://doi.org/10.1145/1368088.1368207'],['db/conf/icse/icse2008.html#BencomoGFHB08'],inproceedings
"['Lionel C. Briand', 'Walcélio L. Melo', 'Carolyn B. Seaman', 'Victor R. Basili']",Characterizing and Assessing a Large-Scale Software Maintenance Organization.,['133-143'],1995,['conf/icse/1995'],ICSE,['https://doi.org/10.1145/225014.225027'],['db/conf/icse/icse95.html#BriandMSB95'],inproceedings
"['Md Johirul Islam', 'Rangeet Pan', 'Giang Nguyen', 'Hridesh Rajan']",Repairing deep neural networks: fix patterns and challenges.,['1135-1146'],2020,['conf/icse/2020'],ICSE,"['https://doi.org/10.1145/3377811.3380378', 'https://ieeexplore.ieee.org/document/9284050']",['db/conf/icse/icse2020.html#IslamPNR20'],inproceedings
"['Mario Pukall', 'Alexander Grebhahn', 'Reimar Schröter', 'Christian Kästner', 'Walter Cazzola', 'Sebastian Götz']",JavAdaptor: unrestricted dynamic software updates for Java.,['989-991'],2011,['conf/icse/2011'],ICSE,"['https://doi.org/10.1145/1985793.1985970', 'https://www.wikidata.org/entity/Q57735945']",['db/conf/icse/icse2011.html#PukallGSKCG11'],inproceedings
"['Mojtaba Bagherzadeh', 'Nafiseh Kahani', 'Cor-Paul Bezemer', 'Ahmed E. Hassan', 'Juergen Dingel', 'James R. Cordy']",Analyzing a decade of Linux system calls.,['267'],2018,['conf/icse/2018'],ICSE,"['https://doi.org/10.1145/3180155.3182518', 'http://ieeexplore.ieee.org/document/8453085']",['db/conf/icse/icse2018.html#BagherzadehKBHD18'],inproceedings
['Hassan Gomaa'],"Designing concurrent, distributed, and real-time applications with UML.",['1059-1060'],2006,['conf/icse/2006'],ICSE,['https://doi.org/10.1145/1134285.1134504'],['db/conf/icse/icse2006.html#Gomaa06'],inproceedings
"['Juan de Lara', 'Esther Guerra']",,['1136'],2018,['conf/icse/2018'],ICSE,"['https://doi.org/10.1145/3180155.3182545', 'http://ieeexplore.ieee.org/document/8453194']",['db/conf/icse/icse2018.html#LaraG18'],inproceedings
['Detlef Streitferdt'],Traceability for System Families.,['803-804'],2001,['conf/icse/2001'],ICSE,"['https://doi.org/10.1109/ICSE.2001.919186', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2001.919186']",['db/conf/icse/icse2001.html#Streitferdt01'],inproceedings
"['Guoxin Su', 'David S. Rosenblum']",Perturbation analysis of stochastic systems with empirical distribution parameters.,['311-321'],2014,['conf/icse/2014'],ICSE,['https://doi.org/10.1145/2568225.2568256'],['db/conf/icse/icse2014.html#SuR14'],inproceedings
"['Hamid Abdul Basit', 'Damith C. Rajapakse', 'Stan Jarzabek']",Beyond templates: a study of clones in the STL and some general implications.,['451-459'],2005,['conf/icse/2005'],ICSE,"['https://doi.org/10.1145/1062455.1062537', 'https://doi.org/10.1109/ICSE.2005.1553588', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2005.1553588']",['db/conf/icse/icse2005.html#BasitRJ05'],inproceedings
"['David R. Barstow', 'Roger Duffey', 'Stephen W. Smoliar', 'Stanley Vestal']",An Automatic Programming System to Support an Experimental Science.,['360-366'],1982,['conf/icse/1982'],ICSE,['http://dl.acm.org/citation.cfm?id=807778'],['db/conf/icse/icse82.html#BarstowDSV82'],inproceedings
"['Mark G. Bradac', 'Dewayne E. Perry', 'Lawrence G. Votta']",Prototyping a Process Monitoring Experiment.,['155-165'],1993,['conf/icse/1993'],ICSE,['http://portal.acm.org/citation.cfm?id=257572.257605'],['db/conf/icse/icse93.html#BradacPV93'],inproceedings
"['Katsuro Inoue', 'Takeshi Ogihara', 'Tohru Kikuno', 'Koji Torii']",A Formal Adaptation Method for Process Descriptions.,['145-153'],1989,['conf/icse/1989'],ICSE,['https://doi.org/10.1145/74587.74609'],['db/conf/icse/icse89.html#InoueOKT89'],inproceedings
"['Naeem Esfahani', 'Sam Malek', 'Kaveh Razavi']",GuideArch: guiding the exploration of architectural solution space under uncertainty.,['43-52'],2013,['conf/icse/2013'],ICSE,"['https://doi.org/10.1109/ICSE.2013.6606550', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2013.6606550', 'http://dl.acm.org/citation.cfm?id=2486795']",['db/conf/icse/icse2013.html#EsfahaniMR13'],inproceedings
"['Scott P. Overmyer', 'Benoit Lavoie', 'Owen Rambow']",Conceptual Modeling through Linguistic Analysis Using LIDA.,['401-410'],2001,['conf/icse/2001'],ICSE,"['https://doi.org/10.1109/ICSE.2001.919113', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2001.919113']",['db/conf/icse/icse2001.html#OvermyerLR01'],inproceedings
"['I Luk Kim', 'Yunhui Zheng', 'Hogun Park', 'Weihang Wang', 'Wei You', 'Yousra Aafer', 'Xiangyu Zhang 0001']",Finding client-side business flow tampering vulnerabilities.,['222-233'],2020,['conf/icse/2020'],ICSE,"['https://doi.org/10.1145/3377811.3380355', 'https://ieeexplore.ieee.org/document/9284014']",['db/conf/icse/icse2020.html#KimZPWYA020'],inproceedings
"['Mike Mannion', 'Hermann Kaindl', 'Joe Wheadon']",Reusing Single System Requirements from Application Family Requirements.,['453-462'],1999,['conf/icse/1999'],ICSE,['https://doi.org/10.1145/302405.302677'],['db/conf/icse/icse99.html#MannionKW99'],inproceedings
"['Erik Wittern', 'Annie T. T. Ying', 'Yunhui Zheng', 'Julian Dolby', 'Jim Alain Laredo']",Statically checking web API requests in JavaScript.,['244-254'],2017,['conf/icse/2017'],ICSE,"['https://doi.org/10.1109/ICSE.2017.30', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2017.30', 'http://dl.acm.org/citation.cfm?id=3097398']",['db/conf/icse/icse2017.html#WitternYZDL17'],inproceedings
['Barry W. Boehm'],What We Really Need Are Process Model Generators.,['397'],1989,['conf/icse/1989'],ICSE,['https://doi.org/10.1145/74587.74642'],['db/conf/icse/icse89.html#Boehm01'],inproceedings
['Rubén Prieto Díaz'],Implementing Faceted Classification for Software Reuse (Experience Report).,['300-304'],1990,['conf/icse/1990'],ICSE,['http://dl.acm.org/citation.cfm?id=100338'],['db/conf/icse/icse90.html#Diaz90'],inproceedings
"['Rebeca P. Díaz Redondo', 'José Juan Pazos-Arias']","Reuse of Verificatino Efforts and Incomplete Specifications in a Formalized, Iterative and Incremental Software Process.",['801-802'],2001,['conf/icse/2001'],ICSE,"['https://doi.org/10.1109/ICSE.2001.919185', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2001.919185']",['db/conf/icse/icse2001.html#RedondoA01'],inproceedings
"['Weihang Wang', 'I Luk Kim', 'Yunhui Zheng']",Adjust: runtime mitigation of resource abusing third-party online ads.,['1005-1015'],2019,['conf/icse/2019'],ICSE,"['https://doi.org/10.1109/ICSE.2019.00105', 'https://dl.acm.org/citation.cfm?id=3339630']",['db/conf/icse/icse2019.html#WangKZ19'],inproceedings
['Annabella Loconsole'],Empirical Studies on Requirement Management Measures.,['42-44'],2004,['conf/icse/2004'],ICSE,"['https://doi.org/10.1109/ICSE.2004.1317416', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2004.1317416', 'http://dl.acm.org/citation.cfm?id=999401']",['db/conf/icse/icse2004.html#Loconsole04'],inproceedings
['Glêdson Elias da Silveira'],"Spontaneous software: a Web-based, object computing paradigm.",['719-721'],2000,['conf/icse/2000'],ICSE,['https://doi.org/10.1145/337180.337603'],['db/conf/icse/icse2000.html#Silveira00'],inproceedings
"['Barbara A. Kitchenham', 'Cat Kutay', 'D. Ross Jeffery', 'Colin Connaughton']",Lessons learnt from the analysis of large-scale corporate databases.,['439-444'],2006,['conf/icse/2006'],ICSE,['https://doi.org/10.1145/1134285.1134347'],['db/conf/icse/icse2006.html#KitchenhamKJC06'],inproceedings
['R. W. Lingard'],A Software Methodology for Buidling Interactive Tools.,['394-399'],1981,['conf/icse/1981'],ICSE,['http://dl.acm.org/citation.cfm?id=802552'],['db/conf/icse/icse81.html#Lingard81'],inproceedings
"['Matthias Gehrke', 'Holger Giese', 'Ulrich Nickel 0002', 'Jörg Niere', 'Matthias Tichy', 'Jörg P. Wadsack', 'Albert Zündorf']",Reporting about industrial strength software engineering courses for undergraduates.,['395-405'],2002,['conf/icse/2002'],ICSE,['https://doi.org/10.1145/581339.581389'],['db/conf/icse/icse2002.html#GehrkeGNNTWZ02'],inproceedings
"['Ewen Denney', 'Ganesh Pai', 'Ibrahim Habli', 'Tim Kelly', 'John C. Knight']",1st international workshop on assurance cases for software-intensive systems (ASSURE 2013).,['1505-1506'],2013,['conf/icse/2013'],ICSE,"['https://doi.org/10.1109/ICSE.2013.6606759', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2013.6606759', 'http://dl.acm.org/citation.cfm?id=2487056']",['db/conf/icse/icse2013.html#DenneyPHKK04'],inproceedings
"['Tetsuto Nishiyama', 'Kunihiko Ikeda', 'Toru Niwa']",Technology transfer macro-process: a practical guide for the effective introduction of technology.,['577-586'],2000,['conf/icse/2000'],ICSE,['https://doi.org/10.1145/337180.337470'],['db/conf/icse/icse2000.html#NishiyamaIN00'],inproceedings
['Diomidis Spinellis'],A tale of four kernels.,['381-390'],2008,['conf/icse/2008'],ICSE,"['https://doi.org/10.1145/1368088.1368140', 'https://www.wikidata.org/entity/Q56341646']",['db/conf/icse/icse2008.html#Spinellis08'],inproceedings
"['Lillian Ruston', 'Michael J. Muller', 'Kathleen D. Cebulka']","Designing Software for Use by Humans, not Machines.",['104-113'],1991,['conf/icse/1991'],ICSE,['http://portal.acm.org/citation.cfm?id=256664.256701'],['db/conf/icse/icse91.html#RustonMC91'],inproceedings
['Michael W. Whalen'],High-integrity code generation for state-based formalisms.,['725-727'],2000,['conf/icse/2000'],ICSE,['https://doi.org/10.1145/337180.337615'],['db/conf/icse/icse2000.html#Whalen00'],inproceedings
['Richard E. Fairley'],Managing by the Numbers: A Tutorial on Quantitative Measurement and Control of software Projects.,['677-678'],1999,['conf/icse/1999'],ICSE,['https://doi.org/10.1145/302405.302953'],['db/conf/icse/icse99.html#Fairley99'],inproceedings
"['Giancarlo Succi', 'Jason Yip', 'Eric Liu', 'Witold Pedrycz']",Holmes: a system to support software product lines.,['786'],2000,['conf/icse/2000'],ICSE,['https://doi.org/10.1145/337180.337641'],['db/conf/icse/icse2000.html#SucciYLP00'],inproceedings
"['Xuezheng Xu', 'Yulei Sui', 'Hua Yan', 'Jingling Xue']",VFix: value-flow-guided precise program repair for null pointer dereferences.,['512-523'],2019,['conf/icse/2019'],ICSE,"['https://doi.org/10.1109/ICSE.2019.00063', 'https://dl.acm.org/citation.cfm?id=3339572']",['db/conf/icse/icse2019.html#XuSYX19'],inproceedings
"['Xin Peng 0001', 'Zhenchang Xing', 'Xi Tan', 'Yijun Yu', 'Wenyun Zhao']",Iterative context-aware feature location.,['900-903'],2011,['conf/icse/2011'],ICSE,['https://doi.org/10.1145/1985793.1985939'],['db/conf/icse/icse2011.html#PengXTYZ11'],inproceedings
